id,brand,car_model,type,desc,problem,datetime,status
480418,东风本田,思域,2019款 220TURBO CVT 劲动版 国VI,东风本田思域坐垫卡子损坏螺丝有拧动痕迹,"H168,H157,I295,",2020-06-04,用户评分
480417,上汽通用别克,威朗,2017款 15S 自动 领先型 三厢,别克威朗车载互联功能无法连接手机,"H155,",2020-06-04,处理反馈
480416,上汽通用五菱,五菱荣光V,2018款 1.5L 实用型,上汽通用五菱荣光V空调压缩机无故爆裂,"H146,",2020-06-04,用户评分
480415,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国VI,一汽大众奥迪A4L副驾驶车门胶条脱落,"H48,",2020-06-04,信息审核
480414,上汽大众,凌渡,2015款 280TSI DSG 豪华版,上汽大众凌渡变速箱故障无法加速不给解决,"B334,B115,I297,",2020-06-04,用户评分
480413,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹中控台 ABC柱异响,"H93,H15,",2020-06-04,处理反馈
480412,上汽大通,上汽MAXUS G50,2019款 1.5T 自动 精英版 国V,上汽MAXUS G50购车时经销商收取服务费,"K307,K308,",2020-06-04,处理反馈
480411,上汽通用别克,凯越,2015款 1.5L 自动 经典型,别克凯越中控仪表台脱胶翘起存在质量问题,"H176,",2020-06-04,处理反馈
480410,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天品位版,一汽马自达CX-4车身异响颠簸路中控台异响,"H93,H15,I295,",2020-06-04,用户评分
480409,广汽丰田,雷凌,2019款 185T CVT 豪华版 国VI,广汽丰田雷凌购车缴纳定金销售活动未通知,"L313,O296,",2020-06-04,用户评分
480408,上汽通用凯迪拉克,凯迪拉克XT5,2017款 25T 豪华型 周年庆版,凯迪拉克XT5仪表提示故障灯亮希望厂家处理,"H110,J298,",2020-06-04,处理反馈
480405,一汽丰田,RAV4荣放,2020款 2.0L CVT 两驱 风尚PLUS版,一汽丰田RAV4荣放两侧排气管高低不一致,"Q322,",2020-06-04,厂家受理
480404,广汽本田,雅阁,2018款 260TURBO 精英版 国V,广汽本田雅阁普利司通轮胎不平导致噪音很大,"F10,",2020-06-04,用户评分
480401,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动发动机故障灯亮希望处理,"A34,",2020-06-04,用户评分
480400,广汽丰田,丰田C-HR,2018款 2.0L 领先天窗版 国VI,广汽丰田C-HR车身变色车漆厚度不一致,"H201,",2020-06-04,处理反馈
480398,一汽-大众,速腾,2018款 1.6L 自动 舒适型,一汽大众速腾玻璃多处划痕希望处理,"H113,",2020-06-04,用户评分
480396,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身及内饰多处异响,"H164,H15,",2020-06-04,用户评分
480394,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹副驾驶B柱行驶时异响,"H15,",2020-06-04,用户评分
480391,上汽大众,朗逸,2017款 1.6L 手动 舒适版,上汽大众朗逸两前半轴渗油不予维修,"G51,G161,I295,",2020-06-04,用户评分
480390,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹刹车异响中控台异响,"E43,H93,",2020-06-04,处理反馈
480388,上汽通用雪佛兰,迈锐宝,2017款 1.5T 豪华版,雪佛兰迈锐宝停车后仪表台提示未挂入P挡,"B84,B184,",2020-06-04,用户评分
480385,广汽三菱,欧蓝德,2019款 2.0L 两驱 畅享版 5座 国VI,广汽三菱欧蓝德电瓶亏电 车门封条掉色,"E74,H146,H81,I295,O353,",2020-06-04,处理反馈
480383,猎豹汽车,猎豹CS10,2017款 1.5T CVT 尊贵型,猎豹CS10转向机异响严重希望处理,"D59,",2020-06-04,信息审核
480382,猎豹汽车,猎豹CS10,2015款 2.0T  手动 新锐版,猎豹CS10行驶中发动机故障熄火 无法启动,"A14,",2020-06-04,信息审核
480381,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4车身异响希望尽快处理,"H15,",2020-06-04,用户评分
480380,江淮汽车,江淮iEVA50,2018款 iEVA50 智享型,江淮iEVA50新车手续不符销售欺诈,"I295,M284,",2020-06-04,处理反馈
480378,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天探索版,一汽马自达CX-4中控异响 仪表盘异响,"H93,H15,",2020-06-04,处理反馈
480375,比亚迪,宋Pro,2019款 1.5T 自动 豪华型,比亚迪宋Pro车道保持及灯光系统与宣传不符,"M279,",2020-06-04,用户评分
480374,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身异响厂家不解决问题,"H164,I295,",2020-06-04,处理反馈
480373,一汽-大众奥迪,奥迪A4L,2018款 2.0T 时尚型 30周年年型,一汽大众奥迪A4L低速行驶顿挫 油耗增,"A85,B19,B69,",2020-06-04,信息审核
480371,一汽-大众,T-ROC探歌,2020款 280TSI DSG 两驱 舒适型,一汽大众探歌交完定金后私自加价,"I293,K309,L313,",2020-06-04,处理反馈
480370,一汽-大众,速腾,2017款 1.6L 手动 舒适型,一汽大众速腾后轮传感器故障影响使用,"H234,",2020-06-04,用户评分
480369,上汽通用别克,凯越,2011款 1.6 手动 LE,别克凯越中控台严重开胶 存在安全隐患,"H176,",2020-06-04,处理反馈
480367,吉利汽车,星越,2019款 300T 耀星者,吉利星越中控死机黑屏 版本与宣传不一致,"H155,M279,",2020-06-04,用户评分
480364,开沃汽车,南京金龙,南京金龙,南京金龙开沃动力电池出现严重故障,"H343,",2020-06-04,信息审核
480359,长安汽车,逸动,2019款 蓝鲸版 280T GDI DCT 光速型,长安逸动缺少隔热瓦车门缝隙 无法提速,"B334,H209,Q322,",2020-06-04,用户评分
480355,广汽乘用车,传祺GS4,2016款 235T 手动 豪华版,广汽传祺GS4下摆臂减震器和底盘有异响,"G52,G56,G210,",2020-06-04,用户评分
480353,东风标致,标致408,2019款 350THP 自动 豪华版 国V,东风标致408行驶中打方向盘时有异响,"D59,G56,",2020-06-04,处理反馈
480352,长城汽车,哈弗H4,2018款 1.5T 风尚型 蓝标,哈弗H4大灯内部有黑斑要求厂家解决,"H82,",2020-06-04,处理反馈
480351,吉利汽车,星越,2020款 350T 驭星者,吉利星越车机系统黑屏操作系统与宣传不符,"H155,M279,",2020-06-04,用户评分
480348,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾制动卡钳松动颠簸路面异响,"E43,E196,",2020-06-04,处理反馈
480347,东风雪铁龙,C4世嘉,2018款 1.6L 手动 舒适型,东风雪铁龙C4世嘉发动机故障灯报警,"A34,",2020-06-04,处理反馈
480346,上汽大众,途观L,2019款 330TSI 自动 两驱 全景舒适版 国V,上汽大众途观L变速箱顿挫 换挡不积极,"A9,A35,B19,",2020-06-04,信息审核
480344,吉利汽车,帝豪,2018款 1.5L CVT 向上互联版,吉利帝豪踩油门起步时车辆无法行驶,"B334,",2020-06-04,用户评分
480343,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身与车内多处异响,"H72,H164,H15,",2020-06-04,处理反馈
480340,长安马自达,马自达CX-5,2015款 2.0L 自动 两驱 都市型,长安马自达CX-5车窗玻璃和门锁有异响,"E159,H72,H197,",2020-06-04,用户评分
480338,吉利汽车,帝豪GL,2020款 1.4T CVT 尊贵型,吉利帝豪GL行驶时减震器异响 车身抖动,"G52,H268,",2020-06-04,处理反馈
480337,东风本田,思域,2016款 220TURBO 自动 尊耀版,东风本田思域机油增多存在严重质量问题,"A339,",2020-06-04,处理反馈
480336,长安马自达,马自达CX-5,2017款 2.5L 自动 两驱 智尊型 国VI,长安马自达CX-5电动折叠后视镜折叠不到位,"H211,",2020-06-04,用户评分
480334,长安福特,锐界,2020款 EcoBoost 245 两驱 ST-Line 5座,长安福特锐界门板起泡 坐椅起泡,"H81,H169,",2020-06-04,处理反馈
480332,东风日产,天籁,2020款 2.0L XL 舒适版,东风日产天籁中控异响液压杆异响,"A174,E269,H93,I294,",2020-06-04,处理反馈
480331,东风本田,本田XR-V,2019款 220 TURBO CVT 豪华版 国VI,东风本田XR-V发动机和变速箱连接处漏油,"A12,B22,",2020-06-04,用户评分
480330,猎豹汽车,猎豹CS10,2017款 1.5T CVT 尊贵型,猎豹CS10行驶中熄火保养套餐无法使用,"A14,L313,",2020-06-04,信息审核
480329,比亚迪,宋,2016款 1.5TI 手动精英型 盖世版,比亚迪宋更换中缸后动力不足要求处理,"A163,I293,J300,",2020-06-04,用户评分
480328,长安汽车,长安欧尚A800,2017款 1.5T 手动 豪享型 国V,长安欧尚A800免费升级N95健康防护不兑现,"L314,",2020-06-04,处理反馈
480327,东风日产,逍客,2017款 2.0L CVT 智享版 国VI,东风日产逍客变速箱漏油维修后未解决,"B22,",2020-06-04,处理反馈
480322,上汽集团,荣威i5,2019款 1.5L 自动 4G互联朗越版,上汽荣威i5发动机异响 车身异响,"A9,H15,",2020-06-04,用户评分
480321,吉利汽车,帝豪,2016款 1.3T CVT 向上版 三厢,吉利帝豪前排两侧车门生锈并且腐蚀,"H79,",2020-06-04,用户评分
480320,猎豹汽车,猎豹CS10,2017款 1.5T 手动 尊贵型,猎豹CS10转向机有异响厂家一直没有配件,"D59,N318,",2020-06-04,信息审核
480315,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹A柱及B柱异响 天窗异响,"H15,H89,",2020-06-04,处理反馈
480313,一汽-大众,速腾,2018款 1.6L 自动 舒适型,一汽大众速腾原车真皮座椅表面出现色差,"H157,",2020-06-04,处理反馈
480312,一汽丰田,卡罗拉,2019款 1.2T S-CVT GL-i精英版,一汽丰田卡罗拉行驶颠簸路面时中控台异响,"H93,",2020-06-04,厂家受理
480311,东风标致,标致508,2015款 1.6THP 自动 致臻版,东风标致508车内一直存在浓重的异味,"H185,",2020-06-04,处理反馈
